"Path","InEditorFolder","Namespace","Suggest","Status","UsesUnityEditor","MenuItemAttr","EditorWindow","MonoBehaviour","ScriptableObj"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01_UGUI.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark02.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark03.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark04.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\CameraController.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\ChatController.cs","False","","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\DropdownSample.cs","False","","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\Editor\TMP_TextInfoDebugTool.cs","True","TMPro.Examples","Editor","OK","True","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\EnvMapAnimator.cs","False","","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\ObjectSpin.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\ShaderPropAnimator.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\SimpleScript.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\SkewTextExample.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TeleType.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TextConsoleSimulator.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshProFloatingText.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshSpawner.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_DigitValidator.cs","False","TMPro","Runtime","OK","False","False","False","False","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_ExampleScript_01.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_FrameRateCounter.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_PhoneNumberValidator.cs","False","TMPro","Runtime","OK","False","False","False","False","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventCheck.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventHandler.cs","False","TMPro","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_A.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_B.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_UiFrameRateCounter.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\TMPro_InstructionOverlay.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexColorCycler.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexJitter.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexShakeA.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexShakeB.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexZoom.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\TextMesh Pro\Examples & Extras\Scripts\WarpTextExample.cs","False","TMPro.Examples","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\UI\Board\Editor\BoardPresenter.cs","True","AQ.UI","Editor","OK","True","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\UI\Board\MergeBoardPresenter.cs","False","AQ.UI","Runtime","OK","False","False","False","True","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\App\Save\SaveBlob.cs","False","","Unknown","REVIEW","False","False","False","False","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\Tests\EditMode\CompositionSmokeTests.cs","False","AQ.Domain.Merge.Tests","Unknown","REVIEW","False","False","False","False","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\Tests\EditMode\Discovery_EditMode_Probe.cs","False","","Unknown","REVIEW","False","False","False","False","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\Tests\EditMode\ProjectBootSmoke.cs","False","AQ30.Tests.EditMode","Unknown","REVIEW","False","False","False","False","False"
"C:\Users\Steph\Dev\aq30-unity\Assets\Tests\PlayMode\Save\SaveServiceRoundTripTests.cs","False","","Unknown","REVIEW","False","False","False","False","False"
